Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.38,8.1,52.0,7.7,524.0
TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.38,8.1,52.0,7.9,111.0
EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,0.38,7.8,30.0,7.0,9.0
Dance Dance Revolution Ultramix 3,X,2005.0,Simulation,Konami Digital Entertainment,0.38,7.5,16.0,8.6,8.0
Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,0.38,7.3,43.0,6.7,18.0
Just Dance 2014,PS3,2013.0,Misc,Ubisoft,0.38,7.7,6.0,7.1,25.0
Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.38,6.7,22.0,7.3,8.0
GRID 2,PS3,2013.0,Racing,Codemasters,0.38,8.2,20.0,6.6,174.0
World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.37,8.8,62.0,7.4,561.0
Super Dragon Ball Z,PS2,2006.0,Fighting,Atari,0.37,7.2,31.0,5.8,21.0
Just Dance 2016,PS4,2015.0,Misc,Ubisoft,0.37,7.3,10.0,6.7,21.0
The Golden Compass,PSP,2007.0,Action,Sega,0.37,2.8,4.0,4.1,7.0
Mirrors Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.37,6.9,50.0,4.7,589.0
Ultimate Spider-Man,GC,2005.0,Action,Activision,0.37,7.6,36.0,7.2,21.0
Major League Baseball 2K6,X360,2006.0,Sports,Spike,0.37,6.6,22.0,3.9,37.0
Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,Square Enix,0.37,8.3,52.0,8.3,67.0
NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.37,8.0,20.0,7.4,8.0
Just Dance 4,WiiU,2012.0,Misc,Ubisoft,0.37,6.6,14.0,7.8,37.0
"Monsters, Inc. Scream Arena",GC,2002.0,Platform,THQ,0.37,3.9,7.0,4.7,14.0
Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,0.37,8.6,14.0,6.7,559.0
Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,0.37,5.1,34.0,7.0,15.0
Sid Meiers Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,0.37,8.1,78.0,5.5,1031.0
High Heat Major League Baseball 2003,PS2,2002.0,Sports,3DO,0.37,8.4,23.0,7.9,7.0
Trivial Pursuit,X360,2009.0,Misc,Electronic Arts,0.37,6.6,19.0,6.4,9.0
Kingdom Under Fire: Circle of Doom,X360,2007.0,Role-Playing,Microsoft Game Studios,0.37,5.5,44.0,5.9,49.0
Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,0.37,6.2,15.0,8.3,19.0
EA Sports MMA,PS3,2010.0,Fighting,Electronic Arts,0.37,7.7,47.0,6.9,38.0
Guitar Hero On Tour: Modern Hits,DS,2009.0,Misc,Activision,0.37,7.0,30.0,6.3,7.0
Rocket League,XOne,2016.0,Sports,505 Games,0.37,8.7,22.0,8.3,199.0
Quake 4,X360,2005.0,Shooter,Activision,0.37,7.5,52.0,6.7,80.0
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.37,7.4,28.0,3.8,26.0
Skate,PS3,2007.0,Sports,Electronic Arts,0.37,8.5,31.0,8.2,58.0
Rage,PC,2011.0,Shooter,Bethesda Softworks,0.37,7.9,32.0,5.2,1621.0
Custom Robo,GC,2004.0,Role-Playing,Nintendo,0.37,6.5,31.0,8.1,27.0
Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,0.37,6.5,10.0,7.4,14.0
DiRT 2,Wii,2009.0,Racing,Codemasters,0.37,5.1,10.0,5.5,22.0
Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.37,8.0,54.0,7.3,84.0
Pac-Man World 2,GC,2002.0,Action,Nintendo,0.37,7.4,18.0,8.3,19.0
Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,Nintendo,0.37,5.7,25.0,4.8,19.0
The BIGS,Wii,2007.0,Sports,Take-Two Interactive,0.37,6.6,15.0,7.1,14.0
The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.37,6.8,10.0,6.8,8.0
Juiced 2: Hot Import Nights,PSP,2007.0,Racing,THQ,0.37,7.3,6.0,7.8,11.0
Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,0.37,7.2,55.0,5.9,102.0
NFL Street 2 Unleashed,PSP,2005.0,Sports,Electronic Arts,0.37,7.3,23.0,7.4,14.0
FIFA Street 2,PS2,2006.0,Sports,Electronic Arts,0.37,5.9,27.0,7.7,42.0
Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.37,7.3,33.0,7.7,21.0
Overlord: Dark Legend,Wii,2009.0,Action,Codemasters,0.37,6.8,30.0,7.9,15.0
The Legend of Spyro: The Eternal Night,DS,2007.0,Platform,Vivendi Games,0.37,5.6,4.0,2.7,6.0
Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,Electronic Arts,0.37,5.2,11.0,7.6,20.0
Wanted: Weapons of Fate,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.37,6.2,61.0,7.5,26.0
Batman: Return to Arkham,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.37,7.3,28.0,8.5,84.0
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006.0,Role-Playing,Namco Bandai Games,0.37,8.1,34.0,9.0,59.0
Rune Factory: Frontier,Wii,2008.0,Role-Playing,Rising Star Games,0.37,7.9,34.0,8.5,39.0
Scribblenauts: Unlimited,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,7.3,42.0,7.4,109.0
Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.37,7.9,9.0,8.1,13.0
Naruto Shippuden: Ninja Destiny 2,DS,2008.0,Fighting,Takara Tomy,0.37,5.5,12.0,5.7,11.0
Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,0.37,8.1,19.0,7.5,14.0
NCAA Football 07,PSP,2006.0,Sports,Electronic Arts,0.37,7.5,16.0,7.9,11.0
The Sims 2: Castaway,PS2,2007.0,Simulation,Electronic Arts,0.37,7.1,17.0,8.0,15.0
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009.0,Role-Playing,Rising Star Games,0.36,6.7,41.0,8.3,63.0
NBA Live 2003,X,2002.0,Sports,Electronic Arts,0.36,8.2,17.0,8.8,6.0
Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,0.36,6.9,18.0,5.8,339.0
Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.36,6.3,12.0,6.6,68.0
GoldenEye: Rogue Agent,GC,2004.0,Shooter,Electronic Arts,0.36,6.0,35.0,6.7,14.0
Elite Beat Agents,DS,2006.0,Misc,Nintendo,0.36,8.7,51.0,8.6,104.0
Dragon Ball Z: Infinite World,PS2,2008.0,Fighting,Namco Bandai Games,0.36,4.8,17.0,7.9,37.0
Middle-Earth: Shadow of Mordor,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.36,8.4,17.0,8.0,1675.0
ESPN X Games Skateboarding,PS2,2001.0,Sports,Konami Digital Entertainment,0.36,5.8,15.0,7.8,14.0
Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.36,8.5,46.0,8.7,111.0
Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.36,8.9,55.0,8.5,2546.0
Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,0.36,7.6,12.0,8.8,11.0
SAW,PS3,2009.0,Action,Konami Digital Entertainment,0.36,5.9,41.0,6.4,28.0
Tom Clancys HAWX 2,X360,2010.0,Action,Ubisoft,0.36,6.8,57.0,6.3,29.0
High Heat Major League Baseball 2004,PS2,2003.0,Sports,3DO,0.36,8.3,17.0,8.1,12.0
Robots,PS2,2005.0,Action,Vivendi Games,0.36,5.3,6.0,6.0,8.0
NARC,PS2,2005.0,Shooter,Midway Games,0.36,5.0,24.0,7.0,21.0
Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,0.36,7.3,21.0,7.9,24.0
Bionic Commando,PS3,2009.0,Platform,Capcom,0.36,7.1,48.0,7.4,62.0
Monster Rancher 3,PS2,2001.0,Simulation,Tecmo Koei,0.36,7.7,13.0,8.5,23.0
The Incredibles: Rise of the Underminer,PS2,2005.0,Action,THQ,0.36,6.0,12.0,7.1,8.0
Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,Nintendo,0.36,7.2,7.0,8.8,19.0
Okage: Shadow King,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.36,7.0,23.0,8.5,14.0
BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.36,8.6,51.0,8.5,70.0
NBA 2K6,X,2005.0,Action,Take-Two Interactive,0.36,8.4,27.0,8.7,15.0
Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.36,4.9,16.0,6.2,14.0
The Chronicles of Narnia: Prince Caspian,Wii,2008.0,Action,Disney Interactive Studios,0.36,6.3,5.0,7.1,12.0
Worlds Scariest Police Chases,PS,2001.0,Racing,Activision,0.36,5.4,16.0,6.6,5.0
MechAssault 2: Lone Wolf,X,2004.0,Simulation,Microsoft Game Studios,0.36,8.1,66.0,7.5,23.0
Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,Square Enix,0.36,8.0,39.0,8.4,59.0
WWE 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.36,6.8,12.0,5.6,29.0
ESPN NFL Football,X,2003.0,Sports,Sega,0.36,9.1,25.0,8.9,45.0
Rapala Pro Fishing,PS2,2004.0,Sports,Zoo Digital Publishing,0.36,5.9,6.0,8.7,32.0
Spider-Man: Shattered Dimensions,X360,2010.0,Action,Activision,0.36,7.6,68.0,7.6,98.0
TMNT,Wii,2007.0,Action,Ubisoft,0.36,6.0,17.0,5.9,11.0
Arc the Lad: Twilight of the Spirits,PS2,2003.0,Role-Playing,Sony Computer Entertainment,0.36,7.2,39.0,8.2,33.0
Tiger Woods PGA Tour 09,PSP,2008.0,Sports,Electronic Arts,0.36,5.3,4.0,5.5,6.0
Dragons Crown,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.36,7.8,15.0,8.4,198.0
Wipeout 2048,PSV,2012.0,Racing,Sony Computer Entertainment,0.36,7.9,63.0,8.2,192.0
Harry Potter and the Chamber of Secrets,X,2002.0,Action,Electronic Arts,0.36,7.7,13.0,7.2,12.0
Arctic Thunder,PS2,2001.0,Racing,Midway Games,0.36,4.5,23.0,5.3,10.0
ESPN: Sports Connection,WiiU,2012.0,Sports,Ubisoft,0.36,3.1,13.0,2.7,18.0
Battleborn,PS4,2016.0,Shooter,Take-Two Interactive,0.36,6.8,55.0,6.8,405.0
Shrek,X,2001.0,Platform,TDK Mediactive,0.36,4.9,19.0,5.4,9.0
Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.35,8.1,45.0,8.7,45.0
Earth Defense Force 2025,PS3,2013.0,Shooter,D3Publisher,0.35,6.9,28.0,7.5,52.0
Suikoden V,PS2,2006.0,Role-Playing,Konami Digital Entertainment,0.35,7.6,43.0,7.6,109.0
Tiger Woods PGA Tour 14,X360,2013.0,Sports,Electronic Arts,0.35,7.7,28.0,6.2,26.0
LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.35,8.5,55.0,8.4,44.0
Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,0.35,6.9,10.0,6.9,7.0
Batman: Rise of Sin Tzu,PS2,2003.0,Action,Ubisoft,0.35,6.3,21.0,8.3,14.0
Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,0.35,8.1,25.0,9.1,22.0
Dark Void,PS3,2010.0,Action,Capcom,0.35,5.9,50.0,6.0,36.0
Guitar Hero: Smash Hits,PS3,2009.0,Misc,Activision,0.35,7.3,34.0,7.2,9.0
NHL 2K10,Wii,2009.0,Sports,Take-Two Interactive,0.35,7.9,8.0,6.8,16.0
Bloody Roar 3,PS2,2001.0,Fighting,Virgin Interactive,0.35,7.1,20.0,8.6,34.0
WWE Crush Hour,PS2,2003.0,Racing,THQ,0.35,5.6,13.0,5.3,8.0
Persona 2: Eternal Punishment,PS,2000.0,Role-Playing,Atlus,0.35,8.3,11.0,8.4,25.0
Assassins Creed III,WiiU,2012.0,Action,Ubisoft,0.35,8.5,26.0,7.2,217.0
Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,0.35,3.9,13.0,5.8,11.0
Toukiden: The Age of Demons,PSV,2013.0,Action,Tecmo Koei,0.35,7.1,44.0,8.0,136.0
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009.0,Fighting,Ubisoft,0.35,6.7,34.0,8.2,21.0
Metro: Last Light,X360,2013.0,Action,Deep Silver,0.35,8.0,20.0,8.4,442.0
Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,0.35,6.5,28.0,6.7,49.0
Need for Speed Carbon,GC,2006.0,Racing,Electronic Arts,0.35,7.5,12.0,7.8,14.0
Defiance,PS3,2013.0,Shooter,Trion Worlds,0.35,5.9,21.0,6.9,145.0
EA Sports MMA,X360,2010.0,Fighting,Electronic Arts,0.35,7.9,63.0,7.0,55.0
Terminator Salvation,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.35,4.8,50.0,5.0,53.0
Guilty Gear X2,PS2,2002.0,Fighting,Sammy Corporation,0.35,8.7,31.0,8.7,34.0
Chicken Shoot,Wii,2007.0,Action,Zoo Digital Publishing,0.35,2.7,9.0,4.6,27.0
MotoGP 08,X360,2008.0,Racing,Capcom,0.35,6.8,20.0,5.6,12.0
Tom Clancys Rainbow Six: Lockdown,PS2,2005.0,Shooter,Ubisoft,0.35,7.0,15.0,6.9,9.0
Aggressive Inline,PS2,2002.0,Sports,Acclaim Entertainment,0.35,8.5,31.0,8.7,14.0
Karaoke Revolution,PS2,2003.0,Misc,Konami Digital Entertainment,0.35,8.3,29.0,9.1,17.0
NFL Street,GC,2004.0,Sports,Electronic Arts,0.35,8.1,30.0,8.0,4.0
Metal Arms: Glitch in the System,PS2,2003.0,Shooter,Vivendi Games,0.35,8.1,28.0,8.9,17.0
Tropico 4,X360,2010.0,Strategy,Kalypso Media,0.35,7.7,18.0,7.5,37.0
EverGrace,PS2,2000.0,Role-Playing,Ubisoft,0.35,5.9,12.0,7.8,5.0
Enemy Territory: Quake Wars,PS3,2008.0,Shooter,Activision,0.35,6.0,30.0,6.3,15.0
Lunar 2: Eternal Blue Complete,PS,1999.0,Role-Playing,Kadokawa Shoten,0.35,8.6,12.0,9.0,38.0
Tomb Raider (2013),PC,2013.0,Action,Square Enix,0.35,8.6,18.0,8.5,3572.0
MLB 06: The Show,PSP,2006.0,Sports,Sony Computer Entertainment,0.35,8.3,30.0,8.5,32.0
Over the Hedge,GC,2006.0,Platform,Activision,0.35,6.1,21.0,9.3,6.0
Charlie and the Chocolate Factory,PS2,2005.0,Adventure,Global Star,0.35,3.5,21.0,4.1,28.0
Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.35,8.5,14.0,6.7,7.0
Call of Duty: Ghosts,WiiU,2013.0,Shooter,Activision,0.34,6.9,6.0,3.4,256.0
Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.34,6.9,48.0,6.3,108.0
Transformers: Dark of the Moon,PS3,2011.0,Action,Activision,0.34,5.7,41.0,5.6,27.0
Dynasty Warriors 5 Empires,PS2,2006.0,Action,Tecmo Koei,0.34,6.2,23.0,9.1,24.0
SoulCalibur,DC,1999.0,Fighting,Namco Bandai Games,0.34,9.8,24.0,8.9,202.0
WipEout 3,PS,1999.0,Racing,Psygnosis,0.34,8.9,14.0,8.5,15.0
Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,Sega,0.34,8.0,32.0,8.5,72.0
Skylanders: SuperChargers,PS4,2015.0,Action,Activision,0.34,8.1,51.0,3.3,29.0
WWE All Stars,X360,2011.0,Fighting,THQ,0.34,7.5,64.0,7.2,46.0
WWE 12,Wii,2011.0,Fighting,THQ,0.34,7.4,6.0,5.2,9.0
Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.34,7.3,37.0,8.7,62.0
Tekken Tag Tournament 2,X360,2012.0,Fighting,Namco Bandai Games,0.34,8.3,35.0,7.4,91.0
Driver 2 Advance,GBA,2002.0,Action,Atari,0.34,7.3,9.0,6.6,14.0
Monster Rancher 4,PS2,2003.0,Simulation,Tecmo Koei,0.34,7.7,21.0,9.1,18.0
Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.34,6.1,10.0,5.8,4.0
Company of Heroes 2,PC,2013.0,Strategy,THQ,0.34,8.0,82.0,2.1,6165.0
Tim Burtons The Nightmare Before Christmas: Oogies Revenge,PS2,2004.0,Adventure,Disney Interactive Studios,0.34,6.5,34.0,8.6,21.0
Battalion Wars 2,Wii,2007.0,Strategy,Nintendo,0.34,7.5,38.0,7.6,45.0
MotorStorm: Arctic Edge,PS2,2009.0,Racing,Sony Computer Entertainment,0.34,7.2,10.0,8.3,6.0
Supreme Commander 2,X360,2010.0,Strategy,Square Enix,0.34,7.5,28.0,7.1,23.0
Hitman: Contracts,X,2004.0,Shooter,Eidos Interactive,0.34,7.8,44.0,8.8,15.0
Thunderstrike: Operation Phoenix,PS2,2001.0,Simulation,Eidos Interactive,0.34,6.5,15.0,8.1,7.0
Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.34,4.5,17.0,4.3,8.0
Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.34,8.0,49.0,8.0,47.0
WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,0.34,7.6,36.0,6.0,263.0
The Urbz: Sims in the City,X,2004.0,Simulation,Electronic Arts,0.34,7.0,28.0,6.5,10.0
Rayman Legends,XOne,2014.0,Platform,Ubisoft,0.34,9.1,6.0,7.9,220.0
SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.34,6.9,16.0,7.3,8.0
Monopoly,PS3,2008.0,Misc,Electronic Arts,0.34,5.4,4.0,6.7,13.0
SpongeBob SquarePants: The Yellow Avenger,DS,2005.0,Action,THQ,0.34,6.7,5.0,7.3,11.0
Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.34,5.6,51.0,7.3,58.0
Conan,PS3,2007.0,Action,THQ,0.34,6.9,35.0,7.2,40.0
Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.34,6.1,32.0,6.6,33.0
FIFA Street 3,X360,2008.0,Sports,Electronic Arts,0.34,6.3,48.0,6.9,18.0
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,Namco Bandai Games,0.34,5.9,16.0,7.1,27.0
Leisure Suit Larry: Magna Cum Laude,PS2,2004.0,Adventure,Vivendi Games,0.34,6.0,44.0,6.3,18.0
MVP 06 NCAA Baseball,X,2006.0,Sports,Electronic Arts,0.34,7.5,29.0,8.6,17.0
F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.34,8.5,44.0,7.3,131.0
Tom Clancys Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.34,7.7,49.0,7.9,78.0
Herbie: Fully Loaded,GBA,2005.0,Racing,Disney Interactive Studios,0.34,4.7,9.0,6.8,4.0
Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.34,7.9,76.0,8.1,107.0
Teenage Mutant Ninja Turtles,GC,2003.0,Action,Konami Digital Entertainment,0.34,5.7,25.0,8.0,8.0
Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,0.34,6.2,22.0,7.0,26.0
The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.34,6.0,39.0,6.2,11.0
Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.34,7.6,51.0,8.6,84.0
Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.34,7.5,37.0,7.1,26.0
Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.34,8.2,41.0,8.7,32.0
Dynasty Warriors: Gundam 2,PS2,2008.0,Action,Namco Bandai Games,0.34,5.2,8.0,6.5,8.0
Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.34,6.5,26.0,8.2,5.0
MXRider,PS2,2001.0,Racing,Atari,0.34,6.9,16.0,6.8,6.0
Delta Force: Black Hawk Down,X,2005.0,Shooter,NovaLogic,0.34,6.1,37.0,6.6,19.0
Pirates of the Caribbean: At Worlds End,X360,2007.0,Action,Disney Interactive Studios,0.34,5.8,42.0,5.3,21.0
The Eye of Judgment,PS3,2007.0,Misc,Sony Computer Entertainment,0.34,7.5,43.0,8.2,51.0
Tom Clancys Ghost Recon Advanced Warfighter,X,2006.0,Shooter,Ubisoft,0.33,6.6,14.0,6.0,27.0
Just Dance 2016,XOne,2015.0,Misc,Ubisoft,0.33,6.6,10.0,6.1,18.0
NHL 09,PS3,2008.0,Sports,Electronic Arts,0.33,8.8,25.0,7.7,41.0
Banjo-Kazooie: Gruntys Revenge,GBA,2003.0,Platform,THQ,0.33,7.2,21.0,8.1,18.0
Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.33,7.8,27.0,8.6,32.0
NCAA Basketball 10,PS3,2009.0,Sports,Electronic Arts,0.33,7.5,17.0,7.8,6.0
Jeanne dArc,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.33,8.7,45.0,8.3,75.0
Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,Electronic Arts,0.33,4.4,31.0,5.4,24.0
Assassins Creed The Ezio Collection,PS4,2016.0,Action,Ubisoft,0.33,7.2,33.0,7.3,60.0
Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.33,6.4,9.0,6.4,7.0
Ape Escape Academy,PSP,2004.0,Misc,Sony Computer Entertainment,0.33,5.1,48.0,5.8,4.0
WWE Wrestlemania XIX,GC,2003.0,Fighting,THQ,0.33,7.6,26.0,8.7,47.0
The Sims 2,GC,2005.0,Simulation,Electronic Arts,0.33,7.3,22.0,8.3,8.0
Hulk,X,2003.0,Action,Universal Interactive,0.33,6.9,25.0,7.7,9.0
Untold Legends: The Warriors Code,PSP,2006.0,Role-Playing,Ubisoft,0.33,6.5,46.0,8.3,28.0
Klonoa 2: Lunateas Veil,PS2,2001.0,Platform,Sony Computer Entertainment,0.33,9.1,18.0,9.2,75.0
Deus Ex: Invisible War,X,2003.0,Shooter,Eidos Interactive,0.33,8.4,50.0,7.6,38.0
Dragon Ball: XenoVerse,XOne,2015.0,Fighting,Namco Bandai Games,0.33,6.7,18.0,7.2,128.0
The King of Fighters XIII,X360,2011.0,Fighting,Rising Star Games,0.33,7.9,31.0,8.2,51.0
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.33,6.2,9.0,6.7,46.0
Fracture,X360,2008.0,Shooter,LucasArts,0.33,6.3,60.0,6.2,45.0
Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,0.33,7.5,22.0,8.6,8.0
Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.33,6.8,65.0,6.8,55.0
Bee Movie Game,Wii,2007.0,Action,Activision,0.33,6.2,16.0,7.6,7.0
Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.33,5.2,15.0,5.9,84.0
Kelly Slaters Pro Surfer,PS2,2002.0,Sports,Activision,0.33,7.7,19.0,8.4,15.0
Legends of Wrestling II,PS2,2002.0,Fighting,Acclaim Entertainment,0.33,5.9,15.0,6.7,6.0
Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,Capcom,0.33,8.0,35.0,8.0,27.0
Virtua Tennis 2009,X360,2009.0,Sports,Sega,0.33,7.0,43.0,6.2,15.0
MLB 09: The Show,PS2,2009.0,Sports,Sony Computer Entertainment,0.33,7.9,7.0,7.5,12.0
Classic NES Series: Castlevania,GBA,2004.0,Platform,Nintendo,0.33,7.4,10.0,8.6,12.0
Fight Night Round 3,X,2006.0,Fighting,Electronic Arts,0.33,8.3,32.0,9.0,21.0
Way of the Samurai 2,PS2,2003.0,Action,Capcom,0.33,5.9,32.0,9.0,24.0
Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.33,8.6,25.0,8.2,15.0
Naruto: Rise of a Ninja,X360,2007.0,Action,Ubisoft,0.33,7.8,35.0,8.6,85.0
Cabelas Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,0.33,6.0,4.0,5.4,9.0
Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,Tecmo Koei,0.33,8.4,54.0,6.4,42.0
Clock Tower 3,PS2,2002.0,Adventure,Capcom,0.33,6.9,28.0,7.6,38.0
Etrian Odyssey,DS,2007.0,Role-Playing,Nintendo,0.33,7.5,30.0,8.5,37.0
Call Of Duty 2: Big Red One,GC,2005.0,Shooter,Activision,0.33,7.6,28.0,7.9,14.0
Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,Electronic Arts,0.33,4.7,6.0,6.6,5.0
Disgaea: Hour of Darkness,PS2,2003.0,Role-Playing,Tecmo Koei,0.33,8.4,42.0,8.9,74.0
NeoGeo Battle Coliseum,PS2,2005.0,Fighting,Ignition Entertainment,0.33,6.6,21.0,8.8,6.0
Resonance of Fate,X360,2010.0,Role-Playing,Sega,0.33,7.4,43.0,7.8,97.0
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016.0,Fighting,Namco Bandai Games,0.33,8.1,11.0,8.5,52.0
Def Jam Rapstar,PS3,2010.0,Misc,Konami Digital Entertainment,0.33,7.5,25.0,6.3,4.0
SpongeBob SquarePants: Creature from the Krusty Kra,GC,2006.0,Platform,THQ,0.33,7.4,5.0,7.5,13.0
MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.33,8.3,14.0,8.4,12.0
Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.33,8.0,55.0,8.1,241.0
Spy Kids 3-D: Game Over,GBA,2003.0,Platform,Disney Interactive Studios,0.33,6.2,4.0,7.7,6.0
Medal of Honor: Warfighter,PC,2012.0,Action,Electronic Arts,0.33,5.5,30.0,5.4,605.0
Power Rangers: Ninja Storm,GBA,2003.0,Misc,THQ,0.33,5.5,4.0,7.8,6.0
MVP Baseball 2005,GC,2005.0,Sports,Electronic Arts,0.33,8.8,20.0,8.7,16.0
SSX Blur,Wii,2007.0,Sports,Electronic Arts,0.33,7.4,52.0,8.1,60.0
Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,Electronic Arts,0.33,6.6,35.0,7.1,17.0
Teen Titans,GC,2006.0,Action,THQ,0.33,6.3,11.0,6.9,11.0
MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.33,7.0,7.0,8.3,9.0
Dead or Alive 5,X360,2012.0,Fighting,Ubisoft Annecy,0.33,7.6,39.0,7.9,95.0
Binary Domain,PS3,2012.0,Action,Sega,0.33,7.2,33.0,8.2,180.0
Dr. Mario / Puzzle League,GBA,2005.0,Puzzle,Nintendo,0.33,7.4,14.0,9.3,4.0
Lord of Arcana,PSP,2010.0,Role-Playing,Square Enix,0.33,5.3,45.0,5.5,21.0
DECA Sports Freedom,X360,2010.0,Sports,Hudson Soft,0.33,2.6,16.0,3.7,9.0
Sid Meiers Civilization VI,PC,2016.0,Strategy,Take-Two Interactive,0.33,8.8,84.0,7.2,738.0
Golden Axe: Beast Rider,X360,2008.0,Action,Sega,0.33,4.5,33.0,5.8,33.0
